Raw Material Name,Category,Sub Category,Unit,HSN Code
60 Ml Round Gold Cup,packing material,packing,piece,-
Rectangle Gold Cup,packing material,packing,piece,-
Dosa Box (8*8*15),packing material,packing,piece,-
Hot Melt Stick (8 inch),packing material,packing,piece,-
Lids For 500 Gms Sweet Container,packing material,packing,piece,-
PP Beverage Glass With Lid 350Ml,packing material,packing,piece,-
Pop Napkeen,packing material,packing,packet,-
Pvc Cealing Roll 480Mm,packing material,packing,kg,-
Pvc Transperent Roll 8,packing material,packing,kg,-
Pvc Transperent Sleeve,packing material,packing,kg,-
Round Golden Sticker / Tikdi,packing material,packing,piece,-
Round Sticker (12*18),packing material,packing,piece,-
Silver Foils 72 Mtr,packing material,packing,roll,-
Strapping Roll,packing material,packing,piece,-
50 Kg Pet Transperent Drums With Lid,packing material,packing,piece,-
Disposable Mask,packing material,packing,piece,-
Disposable Padiya,packing material,packing,piece,-
Disposable Plastic Hand Gloves,packing material,packing,set,-
Golden Box,packing material,packing,piece,-
Net (Jari),packing material,packing,meter,-
News Pepar,packing material,packing,kg,-
Plastic Dabba,packing material,packing,piece,-
Hanuram Cello Tape,packing material,packing,piece,-
30 Ml Round PP Container,packing material,packing,piece,-
50 Ml Round PP Container,packing material,packing,piece,-
60 Ml Round PP Continer,packing material,packing,piece,-
PP Container For 500 Gms Sweet,packing material,packing,piece,-
Disposable Wooden Fork,packing material,packing,piece,-
100 Ml Round PP Container,packing material,packing,piece,-
1000 Ml Round PP Container,packing material,packing,piece,-
150Ml Round PP Container,packing material,packing,piece,-
180 Ml Round PP Container,packing material,packing,piece,-
300 Ml Round PP Container,packing material,packing,piece,-
4 Cp Plates Round Tray,packing material,packing,piece,-
4 Cp Tray (Bagas),packing material,packing,piece,-
4 Line PP Separator (for 500 Gms Box),packing material,packing,piece,-
400 Ml Round PP Container,packing material,packing,piece,-
5 Cp Tray With Lid,packing material,packing,piece,-
500 Gms PP Container,packing material,packing,piece,-
500 Ml Round PP Continer,packing material,packing,piece,-
500 Ml Round Container With Lids (White),packing material,packing,piece,-
52 Mm PP Dhokla Container,packing material,packing,piece,-
600 Ml Round Container With Lids (White),packing material,packing,piece,-
72 Mm PP Namkeen Container,packing material,packing,piece,-
750 Ml Round PP Container,packing material,packing,piece,-
750 Ml Round Container With Lids (White),packing material,packing,piece,-
8 Cp PP Tray (Thali),packing material,packing,piece,-
Bagasse 1-D-Tray,packing material,packing,piece,-
Bagasse 10 inch 3Cp Square Plate,packing material,packing,piece,-
Bagasse 12 inch Round Plate,packing material,packing,piece,-
Bagasse 300 Ml Bowl,packing material,packing,piece,-
Bagasse 9 inch Round Pate,packing material,packing,piece,-
Bagasse Large Bowl,packing material,packing,piece,-
Bagasse Square Bowl,packing material,packing,piece,-
Paper Straw,packing material,packing,piece,-
Round PP Beverage Glass 250 Ml,packing material,packing,piece,-
Thermocol Disposable Bowl,packing material,packing,piece,-
Thermocol Disposable Dish,packing material,packing,piece,-
Tissue Paper,packing material,packing,packet,-
Disposable Wooden Spoon,packing material,packing,packet,-
Bill Roll 3 inch,packing material,packing,piece,-
Printer Ribbon 80 X 300,packing material,packing,piece,-
Printer Ribbon 110*300,packing material,packing,piece,-
Sticker Roll 25 inch*50 inch,packing material,packing,roll,-
Sticker Roll 70*100,packing material,packing,roll,-
Guava DF Bite Sticker,packing material,packing,piece,-
Rose DF Bite Sticker,packing material,packing,piece,-
Shahi Gulab Mukhvas Sticker,packing material,packing,piece,-
Strawberry DF Bite Sticker,packing material,packing,piece,-
Butter Paper Cutting,packing material,packing,kg,-
Client Stickers,packing material,packing,piece,-
Client Cards,packing material,packing,piece,-
12 X 18 Paper Sticker,packing material,packing,piece,-
Butter Scotch DF Bite Sticker,packing material,packing,piece,-
Hanuram Lid Sticker For 250 Gms Container Lids,packing material,packing,piece,-
Hanuram Lid Sticker For 500 Gms Container Lids,packing material,packing,piece,-
Hanuram Rectangle Mini Sticker For Gift Box,packing material,packing,piece,-
Hanuram Namkeen Sticker,packing material,packing,piece,-
Hanuram Turkish Baklava Sleeve For 350Gms(15Pc),packing material,packing,piece,-
Mango DF Bite Sticker,packing material,packing,piece,-
Orange DF Bite Sticker,packing material,packing,piece,-
Hanuram Paper Tray Sheets,packing material,packing,piece,-
White Katori For Laddoo,packing material,packing,packet,-
Flexible Plastic Bags (100 Gm Dryfruit Size),packing material,packing,kg,-
Flexible Plastic Bags (25kg Big Size - Mithai & Namkeen),packing material,packing,kg,-
Flexible Plastic Bags (5kg Small Size - Mithai & Namkeen),packing material,packing,kg,-
Plastic Panni 12 inch*14 inch,packing material,packing,kg,-
Plastic Panni 14 inch*18 inch,packing material,packing,kg,-
Plastic Dori,packing material,packing,piece,-
Polytheline Bags Size 20 X 16 For Fafda,packing material,packing,kg,-
Zip Bag Lock 4*5,packing material,packing,packet,-
Zip Lock Bag 2*3,packing material,packing,packet,-
Zip Lock Bag 3*4,packing material,packing,packet,-
Zip Lock Bag 4*5,packing material,packing,packet,-
Zip Lock Bag 4*6,packing material,packing,packet,-
Zip Lock Bags 3*5,packing material,packing,packet,-
Zip Lock Bag 5*7,packing material,packing,packet,-
Mixed Plastic Bags,packing material,packing,kg,-
Aluminium Foils 12 Inch Roll,packing material,packing,kg,-
Aluminium Foils 65 Inch Roll,packing material,packing,kg,-
Aluminium Foils 8 Inch Roll,packing material,packing,kg,-
Gravy Bag (1 Kgs Capacity),packing material,packing,kg,-
Gravy Bag (2 Kgs Capacity),packing material,packing,kg,-
Hand Sealing Pouch Machine,packing material,packing,piece,-
Lids For 250 Gms Sweet Container,packing material,packing,piece,-
PP Container For 250 Gms Sweet,packing material,packing,piece,-
Hanuram Non Woven Bags Big (20 X 20),packing material,packing,kg,-
Hanuram Non Woven Bags Medium (15 X 18),packing material,packing,kg,-
Plain Non Woven Carry Bags (15 X 18),packing material,packing,kg,-
Hanuram Non Woven Bags Small (13 X 14),packing material,packing,kg,-
Lifafa For Bhature,packing material,packing,kg,-
Lifafa For Snacks,packing material,packing,kg,-
Hanuram Shipper Box 410 X 315 X 245 (Small),packing material,packing,piece,-
Hanuram Shipper Box 425 X 290 X 390 (Big),packing material,packing,piece,-
Hanuram Shipper Box 412 X 315 X 248 (Medium),packing material,packing,piece,-
5 Ply Shipper Box (610X510X510),packing material,packing,piece,-
50 Gms Standy Pouch Clear,packing material,packing,piece,-
50 Gms Standy Pouch Shiny Purple,packing material,packing,piece,-
100 Gms Standy Pouch,packing material,packing,piece,-
100 Gms Standy Pouch Green,packing material,packing,piece,-
100 Gms Standy Pouch Blue,packing material,packing,piece,-
100 Gms Standy Pouch Red,packing material,packing,piece,-
28 Gms Standy Pouch Shiny Purple,packing material,packing,piece,-
15 Cavity Golden Tray,packing material,packing,piece,-
Crystal Box 15 Cavity,packing material,packing,piece,-
18 Cavity Golden Tray,packing material,packing,piece,-
24 Cavity Golden Tray,packing material,packing,piece,-
4 Cavity Crystal Box,packing material,packing,piece,-
9 Cavity Golden Tray,packing material,packing,piece,-
9 Cavity Crystal Box,packing material,packing,piece,-
Hanuram Printed Butter Paper 500gm Sheet,packing material,packing,kg,-
Hanuram Tissue Paper,packing material,packing,packet,-
Silver / Gold Ribbon,packing material,packing,piece,-
Tharmocol,packing material,packing,piece,-
Towel,packing material,packing,piece,-
PVC Pipes,plumbing items,plumbing,piece,-
Elbow,plumbing items,plumbing,piece,-
Coupling,plumbing items,plumbing,piece,-
Valves,plumbing items,plumbing,piece,-
Plumbing Misc Parts,plumbing items,plumbing,piece,-
Plumbing Sanitary Fittings,plumbing items,plumbing,piece,-
Safed Mutter - Dry White Peans,pulses and products,pulses,kg,-
Green Suka Vatana,pulses and products,pulses,kg,-
Kala Udad-Black Gram Whole,pulses and products,pulses,kg,-
Masoor Daal-Red Lentil Daal,pulses and products,pulses,kg,-
Masoor Aakha -Safed Lentil Whole,pulses and products,pulses,kg,-
Moth / Math Daal Tukda -Turkish Gram,pulses and products,pulses,kg,-
Mix Daal-Mix Lentils - Staff,pulses and products,pulses,kg,-
Moong Daal Yellow-Green Gram Daal Peeled,pulses and products,pulses,kg,-
Moong Faada-Green Gram Splits,pulses and products,pulses,kg,-
Moong-Green Gram Whole,pulses and products,pulses,kg,-
Moth / Math Whole,pulses and products,pulses,kg,-
Rajma Black-Kidney Beans - Black,pulses and products,pulses,kg,-
Rajma Chitran-Kidney Beans - Red Lines,pulses and products,pulses,kg,-
Safed Matar,pulses and products,pulses,kg,-
Soyabeen Chunks-Soya Chunks,pulses and products,pulses,kg,-
Sukha Vatana-Green Peas Dry,pulses and products,pulses,kg,-
Udad Dal Dhuli-Black Gram Skinned,pulses and products,pulses,kg,-
Udad Dal Kali-Black Gram,pulses and products,pulses,kg,-
Val Desi-Broad Beans - Desi,pulses and products,pulses,kg,-
Val Rangooli-Broad Beans - Rangooli,pulses and products,pulses,kg,-
Toover Daal Tukda-Pigeon Pea Chunks,pulses and products,pulses,kg,-
Toover Daal Whole - Pigeon Pea,pulses and products,pulses,kg,-
Aakhi Toovar-Pigeon Peas Whole,pulses and products,pulses,kg,-
Chana Dal-Bengal Gram,pulses and products,pulses,kg,-
Chana Desi-Bengal Gram Whole,pulses and products,pulses,kg,-
Chhoti Chana,pulses and products,pulses,kg,-
Chora Daal-Black Eyed Beans,pulses and products,pulses,kg,-
Daaliya -Roasted Bengal Gram Daal,pulses and products,pulses,kg,-
Desi Chora White-Black Eyed Beans,pulses and products,pulses,kg,-
Kabuli Chana-Chickpeas,pulses and products,pulses,kg,-
Juwar - Jawar,pulses and products,pulses,kg,-
Repair & Maintainance - Vehicle,repair and maintenance,maintenance,piece,-
Repair & Maintainance - Plumbing,repair and maintenance,maintenance,piece,-
Repair & Maintainance - Equipments,repair and maintenance,maintenance,piece,-
Repair & Maintainance - Building,repair and maintenance,maintenance,piece,-
Repair & Maintainance - Electrical,repair and maintenance,maintenance,piece,-
Repair & Maintainance - Computer,repair and maintenance,maintenance,piece,-
Repair & Maintainance - Furniture,repair and maintenance,maintenance,piece,-
Chafing Fuel Dabbi 200 Gms(36069010),repair and maintenance,maintenance,tin,-
Aromatic Mix,spices,spices,kg,-
Peri Peri Masala,spices,spices,kg,-
Nescafe Gold Coffee,spices,spices,packet,-
Degi Mirch-Red Chilly Powder Degi,spices,spices,kg,-
Anardana Whole - Dry Pomogranate Whole,spices,spices,kg,-
Hing Sabut-Asafoetida Whole,spices,spices,kg,-
Hing Powder - Asafoetida Powder,spices,spices,kg,-
Loung - Laving,spices,spices,kg,-
Maggi Masala,spices,spices,packet,-
Mari Powder-Black Pepper Powder,spices,spices,kg,-
Methi Dana-Fenugreek Seeds,spices,spices,kg,-
Murga Puri Masalo,spices,spices,kg,-
Pavbhaji Masala-Pavbhaji Masala,spices,spices,kg,-
Pipal Powder,spices,spices,kg,-
Piprament,spices,spices,bottle,-
Rai-Mustard Seeds,spices,spices,kg,-
Safed Mari Powder-White Pepper Powder,spices,spices,kg,-
Safed Mari-White Pepper Whole,spices,spices,kg,-
Safed Musari,spices,spices,kg,-
Sambhar Masala,spices,spices,kg,-
Small Lucknawi Saunf / Variyali Sabut-Fennel Seeds,spices,spices,kg,-
Big Saunf / Variyali Sabut - Fennel Seeds,spices,spices,kg,-
Soonth Powder-Dry Ginger Powder,spices,spices,kg,-
Taj Patta-Bay Leaves,spices,spices,kg,-
Taj Powder-Cinnamon Powder,spices,spices,kg,-
Tukmaria-Basil Seeds,spices,spices,kg,-
Kala Namak-Black Salt,spices,spices,kg,-
Tata White Salt - (Restaurant),spices,spices,kg,-
Aakha Marcha-Red Chilly Whole,spices,spices,kg,-
Aamchur Whole-Dry Mango Whole,spices,spices,kg,-
Ajwain-Carom Seeds,spices,spices,kg,-
Areetha-Soap Nut,spices,spices,kg,-
Aakhu Mithu-Whole Salt,spices,spices,kg,-
Ankur - White Salt (Staff),spices,spices,kg,-
Amchur Powder-Raw Mango Powder,spices,spices,kg,-
Badiya-Star Anise,spices,spices,kg,-
Biryani Masala,spices,spices,kg,-
Chai Patti Staff-Tea Leaves - Staff,spices,spices,kg,-
Chai Patti-Tea Leaves,spices,spices,kg,-
Dal Chini-Cinnamon Sticks,spices,spices,kg,-
Dry Amla-Dry Gooseberry,spices,spices,kg,-
Dry Garlic Powder,spices,spices,kg,-
Elaichi Kurbi Dana-Cardamom Seeds,spices,spices,kg,-
Elaichi Sabut 9mm - Cardamom Green,spices,spices,kg,-
Elcha Big - Black Cardamom,spices,spices,kg,-
Ganthoda - Whole,spices,spices,kg,-
Ganthoda Powder-Long Pepperroot Powder,spices,spices,kg,-
Gokharu,spices,spices,kg,-
Gokhru Powder-Devil'S Weed Powder,spices,spices,kg,-
Imli-Tamarind,spices,spices,kg,-
Jaiphal-Nutmeg,spices,spices,kg,-
Jaljira,spices,spices,kg,-
Javantri-Mace,spices,spices,kg,-
Jeera Sabut-Cumin Seeds,spices,spices,kg,-
Kala Mari Sabut-Black Pepper Whole,spices,spices,kg,-
Kala Til-Black Sesame Seeds,spices,spices,kg,-
Kashmiri Mirch Aakhu - Red Chilly Whole Kashmiri,spices,spices,kg,-
Khas Khas-Poppy Seeds,spices,spices,kg,-
Kokum,spices,spices,kg,-
Laung-Cloves,spices,spices,kg,-
Chaat Masala,spices,spices,kg,-
Dhaniya Jeera Powder-Coriender Cumin Powder,spices,spices,kg,-
Dhaniya Powder-Coriander Powder,spices,spices,kg,-
Dhaniya Sabut-Coriander Seeds,spices,spices,kg,-
Garam Masala,spices,spices,kg,-
Haldi Powder-Turmeric Powder,spices,spices,kg,-
Kasoori Methi - Dry Fenugreek Leaves,spices,spices,kg,-
Lal Mirch Gold-Red Chilly Powder Gold,spices,spices,kg,-
Patni Lal Mirchi-Red Chilly Whole Patni,spices,spices,kg,-
Kashmiri Mirch-Red Chilly Powder,spices,spices,kg,-
Reshampatti Mirch Aakhu -Red Chilly Whole Reshampatti,spices,spices,kg,-
Nag Kesar,spices,spices,kg,-
Peepal-Long Pepper,spices,spices,kg,-
Salam Panja,spices,spices,kg,-
Vasanu-Batrisu Vasanu,spices,spices,kg,-
Khato Shambhar Masalo,spices,spices,kg,-
Kashmiri Kumthi Mirchi Powder,spices,spices,kg,-
Kitchen King-Kitchen King Masala,spices,spices,kg,-
Undhiya Masala,spices,spices,kg,-
Aashvgandha,spices,spices,kg,-
Balbij,spices,spices,kg,-
Batiso Powder,spices,spices,kg,-
Dagar Fool,spices,spices,kg,-
Kamar Kash,spices,spices,kg,-
Lodhar,spices,spices,kg,-
Ready Samosa Masala 500 Gm,spices,spices,packet,-
Sev Mamra Masala 500 Gm,spices,spices,packet,-
Sezwan Fried Rice Masala,spices,spices,kg,-
Thandai Masala 500 Gms,spices,spices,packet,-
Chinese Fried Rice Masala,spices,spices,kg,-
Chinese Manchurian Gravy Masala,spices,spices,kg,-
Chinese Noodle Masala,spices,spices,kg,-
Longi Mirch-Red Chilly Powder Longi,spices,spices,kg,-
Peeli Mirch-Yellow Chilly Powder,spices,spices,kg,-
Gilletee Guard,staff accomodation,staff,piece,-
Hair Comb - Kaasko,staff accomodation,staff,piece,-
Pillow,staff accomodation,staff,piece,-
Raincoat,staff accomodation,staff,piece,-
Security Danda,staff accomodation,staff,piece,-
Umbrella,staff accomodation,staff,piece,-
Blanket,staff accomodation,staff,piece,-
Chadar Cover,staff accomodation,staff,piece,-
Grey T-Shirt Round Neck (L),staff accomodation,staff,piece,-
Grey T-Shirt Round Neck (XL),staff accomodation,staff,piece,-
Grey T-Shirt Round Neck (M),staff accomodation,staff,piece,-
Grey T-Shirt Round Neck (XXL),staff accomodation,staff,piece,-
U-Pin,stationery and office,stationery,packet,-
Tooth Pick,stationery and office,stationery,bottle,-
Blue Pen,stationery and office,stationery,piece,-
Black Pen,stationery and office,stationery,piece,-
Green Pen,stationery and office,stationery,piece,-
Diary,stationery and office,stationery,piece,-
Bill Book,stationery and office,stationery,piece,-
Book / Note Pads,stationery and office,stationery,piece,-
Binder Clip,stationery and office,stationery,piece,-
Board Marker,stationery and office,stationery,piece,-
Box File - Big,stationery and office,stationery,piece,-
Box File - Small,stationery and office,stationery,piece,-
Spring File,stationery and office,stationery,piece,-
Brown Cover,stationery and office,stationery,piece,-
L Folder,stationery and office,stationery,piece,-
Button Folder,stationery and office,stationery,piece,-
Calculator,stationery and office,stationery,piece,-
Cash Voucher Book,stationery and office,stationery,piece,-
Cello Tap Dispensar,stationery and office,stationery,piece,-
Cello Tape,stationery and office,stationery,piece,-
Batteries,stationery and office,stationery,piece,-
A4 Envelope Cover Big,stationery and office,stationery,piece,-
Small Envelope Cover,stationery and office,stationery,piece,-
Challan Book,stationery and office,stationery,piece,-
Dhoop,stationery and office,stationery,kg,-
Dipavli Diva,stationery and office,stationery,piece,-
Exam White Board,stationery and office,stationery,piece,-
Fevistick,stationery and office,stationery,piece,-
Good Night Mat,stationery and office,stationery,piece,-
Green Envelope A4 Size,stationery and office,stationery,piece,-
Green Envelope Small Size,stationery and office,stationery,piece,-
Attendance Sheet,stationery and office,stationery,piece,-
Hanuram Challan Book,stationery and office,stationery,piece,-
Hanuram Stamp,stationery and office,stationery,piece,-
Hi-Lighter,stationery and office,stationery,piece,-
Material Inward Register,stationery and office,stationery,piece,-
Material Outward Register,stationery and office,stationery,piece,-
Daily Visitor Register,stationery and office,stationery,piece,-
A4 Printing / Xerox Paper,stationery and office,stationery,piece,-
Katar - Scissor,stationery and office,stationery,piece,-
Kitchen Requisition Book,stationery and office,stationery,piece,-
Stamps,stationery and office,stationery,piece,-
Letter Head,stationery and office,stationery,piece,-
Note Pad,stationery and office,stationery,piece,-
On Duty In Out Register,stationery and office,stationery,piece,-
Paytm Roll,stationery and office,stationery,piece,-
USB Pendrive,stationery and office,stationery,piece,-
Pvc Card,stationery and office,stationery,piece,-
Revenue Stamp,stationery and office,stationery,piece,-
Revenue Ticket,stationery and office,stationery,piece,-
Rubber Band Nylon,stationery and office,stationery,piece,-
Stamp Ink Bottle,stationery and office,stationery,piece,-
Stamp Pad,stationery and office,stationery,piece,-
Stapler,stationery and office,stationery,piece,-
Stapler Pin,stationery and office,stationery,packet,-
Stock Register,stationery and office,stationery,piece,-
Tea Mug (Glass),stationery and office,stationery,piece,-
Visiting Card,stationery and office,stationery,piece,-
Office Supplies,stationery and office,stationery,piece,-
Whitener,stationery and office,stationery,piece,-
Document Inward,stationery and office,stationery,piece,-
Honey Cookies,sweet,sweet,kg,-
Biscoff Bite,sweet,sweet,kg,-
Chana Hazelnut Ladoo,sweet,sweet,kg,-
Cranberry Laddoo,sweet,sweet,kg,-
Cranberry Louge/Fusion,sweet,sweet,kg,-
Gulkand Bite(R),sweet,sweet,kg,-
Kacha Mango Bite,sweet,sweet,kg,-
Mango DF Bites,sweet,repacking,kg,-
Mango Cream Bite (R),sweet,sweet,kg,-
Orange DF Bite,sweet,repacking,kg,-
Pan Shots (R),sweet,sweet,kg,-
Rose DF Bite,sweet,repacking,kg,-
Rocher Ladoo,sweet,sweet,kg,-
Strawberry DF Bite,sweet,repacking,kg,-
Mix Chikki (250 Gms),sweet,repacking,packet,-
Butter Scotch DF Bite,sweet,repacking,kg,-
Guava DF Bite,sweet,repacking,kg,-
Frozen Alphanso Mango Pulp,sweet,sweet,kg,-
Frozen Kesar Mango Pulp,sweet,sweet,kg,-
Mix Baklava (5 Pc),sweet,repacking,packet,-
Mix Baklava Loose,sweet,repacking,kg,-
Mix Baklava Sweet - 550 Gms,sweet,repacking,packet,-
Mix Baklava Sweet - 350 Gms (15 Pc),sweet,repacking,packet,-
White Ice Halwa,sweet,repacking,packet,-
Rasgulla Can - (1kg) [R],sweet,repacking,piece,-
Gulab Jamun (Oil) 1 Kg,sweet,repacking,tin,-
Gulab Jamun (Ghee) 1 Kg (R),sweet,repacking,tin,-
Balushahi(R),sweet,ghee,kg,-
Atta Laddoo(R),sweet,ghee,kg,-
Badam Mysore Pak(R),sweet,ghee,kg,-
Besan Laddoo(R),sweet,ghee,kg,-
Boondi Laddoo(R),sweet,ghee,kg,-
Churma Laddoo(R),sweet,ghee,kg,-
Kaju Mysore Pak(R),sweet,ghee,kg,-
Kopra Pak(R),sweet,ghee,kg,-
Loose Boondi(R),sweet,ghee,kg,-
Mohanthal(R),sweet,ghee,kg,-
Motichoor Laddoo(R),sweet,ghee,kg,-
Mysore Pak(R),sweet,ghee,kg,-
Sukhadi (R),sweet,ghee,kg,-
Desi Ghee Gujiya(R),sweet,ghee,kg,-
Gujia (250 Gms),sweet,ghee,packet,-
Gujia (500 Gms),sweet,ghee,packet,-
Patissa (Made In Desi Ghee) (R),sweet,ghee,kg,-
Patissa (Made In Desi Ghee) (250 Gms),sweet,ghee,packet,-
Patissa (Made In Desi Ghee) (500 Gms),sweet,ghee,packet,-
Patissa Roll (R),sweet,ghee,kg,-
Dodha Barfi (R),sweet,ghee,kg,-
Milk Mysore Pak(R),sweet,ghee,kg,-
Milk Mysore Pak (250 Gms),sweet,ghee,packet,-
Milk Mysore Pak (500 Gms),sweet,ghee,packet,-
Shudh Ghee Jalebi (R),sweet,ghee,kg,-
Dudhi No Halwo (R),sweet,ghee,kg,-
Moti Pak (R),sweet,ghee,kg,-
Dil Khushal(R),sweet,ghee,kg,-
Dil Khushal (250 Gms),sweet,ghee,packet,-
Dil Khushal (500 Gms),sweet,ghee,packet,-
Kesar Moong Dal Halwa (R),sweet,ghee,kg,-
Kesar Ice Halwa (250 Gms) (R),sweet,ghee,packet,-
Mix Ice Halwa (250 Gms) (R),sweet,ghee,packet,-
Adadiya Pak,sweet,ghee,kg,-
Adadiya Pak (250 Gms),sweet,ghee,packet,-
Adadiya Pak (500 Gms),sweet,ghee,packet,-
Gundar Pak,sweet,ghee,kg,-
Gundar Pak (250 Gms),sweet,ghee,packet,-
Gundar Pak (500 Gms),sweet,ghee,packet,-
Khajur Pak,sweet,ghee,kg,-
Khajur Pak (250 Gms),sweet,ghee,packet,-
Khajur Pak (500 Gms),sweet,ghee,packet,-
Methi Laddoo,sweet,ghee,kg,-
Methi Laddoo (250 Gms),sweet,ghee,packet,-
Methi Laddoo (500 Gms),sweet,ghee,packet,-
Methi Pak,sweet,ghee,kg,-
Methi Pak (250 Gms),sweet,ghee,packet,-
Methi Pak (500 Gms),sweet,ghee,packet,-
Salam Pak,sweet,ghee,kg,-
Salam Pak (250 Gms),sweet,ghee,packet,-
Salam Pak (500 Gms),sweet,ghee,packet,-
Chocolate Barfi (R),sweet,mawa,kg,-
Kalakand (R),sweet,mawa,kg,-
Kesar Malai Penda (R),sweet,mawa,kg,-
Malai Mawa Penda(R),sweet,mawa,kg,-
Milk Cake (R),sweet,mawa,kg,-
Thabdi Penda (R),sweet,mawa,kg,-
Thabdi Penda (250 Gms),sweet,mawa,packet,-
Thabdi Penda (500 Gms),sweet,mawa,packet,-
Sangam Barfi (R),sweet,mawa,kg,-
Sangam Barfi (250 Gms),sweet,mawa,packet,-
Sangam Barfi (500 Gms),sweet,mawa,packet,-
Pinnapple Mawa Roll (R),sweet,mawa,kg,-
Orange Mawa Roll (R),sweet,mawa,kg,-
Mawa Modak,sweet,mawa,kg,-
Mawa Modak (250 Gms),sweet,mawa,packet,-
Mawa Modak (500 Gms),sweet,mawa,packet,-
Kesar Modak,sweet,mawa,kg,-
Kesar Modak (250 Gms),sweet,mawa,packet,-
Kesar Modak (500 Gms),sweet,mawa,packet,-
Chocolate Modak,sweet,mawa,kg,-
Chocolate Modak (250 Gms),sweet,mawa,packet,-
Chocolate Modak (500 Gms),sweet,mawa,packet,-
Gulkand Rose Modak,sweet,mawa,kg,-
Churma Modak,sweet,mawa,kg,-
Churma Modak (250 Gms),sweet,mawa,packet,-
Churma Modak (500 Gms),sweet,mawa,packet,-
Mathura Penda,sweet,mawa,kg,-
Magaj Pak,sweet,ghee,kg,-
Jalebi Chasni,sweet,ghee,kg,-
Mango Barfi (R),sweet,mawa,kg,-
Anjeer Barfi,sweet,mawa,kg,-
Kesar barfi,sweet,mawa,kg,-
Badam Pista Barfi,sweet,mawa,kg,-
Pista Barfi,sweet,mawa,kg,-
Kheer Kadam,sweet,mawa,kg,-
Standard Barfi,sweet,mawa,kg,-
Tutti Fruiti Barfi,sweet,mawa,kg,-
Dryfruit Atta Laddoo,sweet,mawa,kg,-
Badam Katli(R),sweet,dryfruit,kg,-
Badam Katli (250 Gms),sweet,dryfruit,packet,-
Badam Katli (500 Gms),sweet,dryfruit,packet,-
Butter Scotch Roll (R),sweet,dryfruit,kg,-
Choco Dryfruit Bites (R),sweet,dryfruit,kg,-
Dryfruit Chocolate Laddoo(R),sweet,dryfruit,kg,-
Khajur Dryfruit Magic (R),sweet,dryfruit,kg,-
Dryfruit khajur Magic (250 Gms),sweet,dryfruit,packet,-
Dryfruit khajur Magic (500 Gms),sweet,dryfruit,packet,-
Gulkand Katori (R),sweet,dryfruit,kg,-
Kaju Cassata (R),sweet,dryfruit,kg,-
Kaju Kalash(R),sweet,dryfruit,kg,-
Kaju Kamal(R),sweet,dryfruit,kg,-
Kaju Katli(R),sweet,dryfruit,kg,-
Kaju Katli (250 Gms),sweet,dryfruit,packet,-
Kaju Katli (500 Gms),sweet,dryfruit,packet,-
Kaju Paan (R),sweet,dryfruit,kg,-
Kaju Paan (250 Gms),sweet,dryfruit,packet,-
Kaju Paan (500 Gms),sweet,dryfruit,packet,-
Dry Fruit Bites (Mewa Bites)(R),sweet,dryfruit,kg,-
Dry Fruit Bites (Mewa Bites) (250 Gms),sweet,dryfruit,packet,-
Dry Fruit Bites (Mewa Bites) (500 Gms),sweet,dryfruit,packet,-
Pista Lauj (R),sweet,dryfruit,kg,-
Pista Lauj (250 Gms),sweet,dryfruit,packet,-
Pista Lauj (500 Gms),sweet,dryfruit,packet,-
Pure Kesar Kaju Katli(R),sweet,dryfruit,kg,-
Pure Kesar Kaju Katli (250 Gms),sweet,dryfruit,packet,-
Pure Kesar Kaju Katli (500 Gms),sweet,dryfruit,packet,-
Rose Badam Bite (R),sweet,dryfruit,kg,-
Strawberry Katli (R),sweet,dryfruit,kg,-
Strawberry Katli (250 Gms),sweet,dryfruit,packet,-
Strawberry Katli (500 Gms),sweet,dryfruit,packet,-
Assorted Turkish Baklava (350 Gms),sweet,dryfruit,packet,-
Kaju Pista Roll (R),sweet,dryfruit,kg,-
Red Blossom Valley (R),sweet,dryfruit,kg,-
Red Blossom Valley (250 Gms),sweet,dryfruit,packet,-
Red Blossom Valley (500 Gms),sweet,dryfruit,packet,-
Cranberry Lauj (No Added Suger),sweet,dryfruit,kg,-
Cranberry Lauj (No Added Suger) (250 Gms),sweet,dryfruit,packet,-
Cranberry Lauj (No Added Suger) (500 Gms),sweet,dryfruit,packet,-
Mango Cream Bites (250 Gms),sweet,dryfruit,packet,-
Mango Cream Bites (500 Gms),sweet,dryfruit,packet,-
Gulkand Milk Bites (R),sweet,dryfruit,kg,-
Gulkand Milk Bites (500 Gms),sweet,dryfruit,packet,-
Kacha Mango Bites (250 Gms),sweet,dryfruit,packet,-
Kacha Mango Bites (500 Gms),sweet,dryfruit,packet,-
Honey Cookies (250 Gms),sweet,dryfruit,packet,-
Honey Cookies (500 Gms),sweet,dryfruit,packet,-
Crunchy Kaju Pista Cake,sweet,dryfruit,kg,-
Crunchy Kaju Pista Cake (250 Gms),sweet,dryfruit,packet,-
Crunchy Kaju Pista Cake (500 Gms),sweet,dryfruit,packet,-
Rocher Laddoo,sweet,dryfruit,kg,-
Rocher Laddoo (250 Gms),sweet,dryfruit,packet,-
Rocher Laddoo (500 Gms),sweet,dryfruit,packet,-
Chana Hazelnut Laddoo,sweet,dryfruit,kg,-
Chana Hazelnut Laddoo (250 Gms),sweet,dryfruit,packet,-
Chana Hazelnut Laddoo (500 Gms),sweet,dryfruit,packet,-
